epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625494311637,2021-07-05T10.11.51.637,263.746,0.994,0.007,0.000
1625494311648,2021-07-05T10.11.51.648,263.757,0.997,0.015,-0.003
1625494311658,2021-07-05T10.11.51.658,263.767,0.995,0.021,-0.004
1625494311668,2021-07-05T10.11.51.668,263.777,0.994,0.029,-0.012
1625494311678,2021-07-05T10.11.51.678,263.787,0.989,0.034,-0.017
1625494311689,2021-07-05T10.11.51.689,263.798,0.990,0.040,-0.027
1625494311699,2021-07-05T10.11.51.699,263.808,0.991,0.042,-0.034
1625494311708,2021-07-05T10.11.51.708,263.817,0.989,0.047,-0.039
1625494311718,2021-07-05T10.11.51.718,263.827,0.991,0.051,-0.048
1625494311728,2021-07-05T10.11.51.728,263.837,0.985,0.053,-0.055
1625494311738,2021-07-05T10.11.51.738,263.847,0.986,0.054,-0.066
1625494311749,2021-07-05T10.11.51.749,263.858,0.985,0.056,-0.070
1625494311759,2021-07-05T10.11.51.759,263.868,0.989,0.057,-0.084
1625494311769,2021-07-05T10.11.51.769,263.878,0.990,0.056,-0.097
1625494311780,2021-07-05T10.11.51.780,263.889,0.984,0.058,-0.100
1625494311790,2021-07-05T10.11.51.790,263.899,0.981,0.055,-0.109
1625494311800,2021-07-05T10.11.51.800,263.909,0.979,0.054,-0.119
1625494311810,2021-07-05T10.11.51.810,263.919,0.980,0.049,-0.123
1625494311819,2021-07-05T10.11.51.819,263.928,0.981,0.048,-0.129
1625494311829,2021-07-05T10.11.51.829,263.938,0.981,0.041,-0.146
1625494311840,2021-07-05T10.11.51.840,263.949,0.979,0.032,-0.151
1625494311850,2021-07-05T10.11.51.850,263.959,0.973,0.040,-0.152
1625494311860,2021-07-05T10.11.51.860,263.969,0.974,0.028,-0.160
1625494311870,2021-07-05T10.11.51.870,263.979,0.977,0.012,-0.168
1625494311881,2021-07-05T10.11.51.881,263.990,0.980,0.013,-0.172
1625494311891,2021-07-05T10.11.51.891,264.000,0.979,0.008,-0.176
1625494311901,2021-07-05T10.11.51.901,264.010,0.970,-0.008,-0.178
1625494311911,2021-07-05T10.11.51.911,264.020,0.975,-0.015,-0.185
1625494311922,2021-07-05T10.11.51.922,264.031,0.976,-0.017,-0.185
1625494311930,2021-07-05T10.11.51.930,264.039,0.974,-0.029,-0.187
1625494311941,2021-07-05T10.11.51.941,264.050,0.977,-0.044,-0.189
1625494311951,2021-07-05T10.11.51.951,264.060,0.972,-0.048,-0.189
1625494311961,2021-07-05T10.11.51.961,264.070,0.973,-0.057,-0.185
1625494311971,2021-07-05T10.11.51.971,264.080,0.973,-0.067,-0.185
1625494311982,2021-07-05T10.11.51.982,264.091,0.978,-0.078,-0.183
1625494311992,2021-07-05T10.11.51.992,264.101,0.978,-0.085,-0.175
1625494312002,2021-07-05T10.11.52.002,264.111,0.974,-0.087,-0.173
1625494312012,2021-07-05T10.11.52.012,264.121,0.979,-0.097,-0.169
1625494312023,2021-07-05T10.11.52.023,264.132,0.978,-0.107,-0.160
1625494312033,2021-07-05T10.11.52.033,264.142,0.979,-0.110,-0.159
1625494312042,2021-07-05T10.11.52.042,264.151,0.976,-0.115,-0.149
1625494312052,2021-07-05T10.11.52.052,264.161,0.979,-0.128,-0.135
1625494312062,2021-07-05T10.11.52.062,264.171,0.981,-0.126,-0.137
1625494312072,2021-07-05T10.11.52.072,264.181,0.981,-0.128,-0.130
1625494312083,2021-07-05T10.11.52.083,264.192,0.982,-0.141,-0.117
1625494312093,2021-07-05T10.11.52.093,264.202,0.981,-0.142,-0.109
1625494312103,2021-07-05T10.11.52.103,264.212,0.980,-0.139,-0.102
1625494312113,2021-07-05T10.11.52.113,264.222,0.988,-0.142,-0.091
1625494312124,2021-07-05T10.11.52.124,264.233,0.987,-0.141,-0.080
1625494312134,2021-07-05T10.11.52.134,264.243,0.988,-0.137,-0.076
1625494312144,2021-07-05T10.11.52.144,264.253,0.989,-0.142,-0.063
1625494312153,2021-07-05T10.11.52.153,264.262,0.990,-0.135,-0.046
1625494312163,2021-07-05T10.11.52.163,264.272,0.988,-0.133,-0.043
1625494312174,2021-07-05T10.11.52.174,264.283,0.993,-0.132,-0.033
1625494312184,2021-07-05T10.11.52.184,264.293,0.991,-0.120,-0.024
1625494312194,2021-07-05T10.11.52.194,264.303,0.989,-0.119,-0.015
1625494312204,2021-07-05T10.11.52.204,264.313,0.995,-0.114,-0.008
1625494312215,2021-07-05T10.11.52.215,264.324,0.995,-0.102,-0.003
1625494312225,2021-07-05T10.11.52.225,264.334,0.994,-0.101,0.002
1625494312235,2021-07-05T10.11.52.235,264.344,0.997,-0.092,0.008
1625494312245,2021-07-05T10.11.52.245,264.354,0.995,-0.079,0.013
1625494312256,2021-07-05T10.11.52.256,264.365,0.996,-0.074,0.019
1625494312264,2021-07-05T10.11.52.264,264.373,1.000,-0.065,0.018
1625494312275,2021-07-05T10.11.52.275,264.384,0.996,-0.049,0.021
1625494312285,2021-07-05T10.11.52.285,264.394,0.996,-0.046,0.022
1625494312295,2021-07-05T10.11.52.295,264.404,0.994,-0.034,0.022
1625494312305,2021-07-05T10.11.52.305,264.414,0.995,-0.020,0.023
1625494312316,2021-07-05T10.11.52.316,264.425,1.001,-0.017,0.019
1625494312326,2021-07-05T10.11.52.326,264.435,0.998,-0.004,0.018
1625494312336,2021-07-05T10.11.52.336,264.445,0.994,0.011,0.015
1625494312346,2021-07-05T10.11.52.346,264.455,0.996,0.016,0.011
1625494312357,2021-07-05T10.11.52.357,264.466,0.996,0.023,0.007
1625494312365,2021-07-05T10.11.52.365,264.474,0.998,0.037,-0.003
1625494312376,2021-07-05T10.11.52.376,264.485,0.994,0.039,-0.007
1625494312386,2021-07-05T10.11.52.386,264.495,0.992,0.043,-0.012
1625494312396,2021-07-05T10.11.52.396,264.505,0.990,0.056,-0.025
1625494312406,2021-07-05T10.11.52.406,264.515,0.993,0.061,-0.032
1625494312417,2021-07-05T10.11.52.417,264.526,0.993,0.062,-0.037
1625494312427,2021-07-05T10.11.52.427,264.536,0.985,0.069,-0.058
1625494312437,2021-07-05T10.11.52.437,264.546,0.988,0.071,-0.064
1625494312447,2021-07-05T10.11.52.447,264.556,0.985,0.072,-0.070
1625494312458,2021-07-05T10.11.52.458,264.567,0.987,0.070,-0.089
1625494312468,2021-07-05T10.11.52.468,264.577,0.988,0.071,-0.101
1625494312477,2021-07-05T10.11.52.477,264.586,0.986,0.070,-0.101
1625494312487,2021-07-05T10.11.52.487,264.596,0.985,0.068,-0.114
1625494312497,2021-07-05T10.11.52.497,264.606,0.977,0.066,-0.132
1625494312508,2021-07-05T10.11.52.508,264.617,0.978,0.062,-0.135
1625494312518,2021-07-05T10.11.52.518,264.627,0.978,0.056,-0.145
1625494312528,2021-07-05T10.11.52.528,264.637,0.978,0.048,-0.160
1625494312538,2021-07-05T10.11.52.538,264.647,0.980,0.045,-0.161
1625494312549,2021-07-05T10.11.52.549,264.658,0.978,0.037,-0.172
1625494312559,2021-07-05T10.11.52.559,264.668,0.978,0.027,-0.183
1625494312569,2021-07-05T10.11.52.569,264.678,0.972,0.019,-0.183
1625494312579,2021-07-05T10.11.52.579,264.688,0.974,0.012,-0.190
1625494312588,2021-07-05T10.11.52.588,264.697,0.974,-0.004,-0.199
1625494312598,2021-07-05T10.11.52.598,264.707,0.972,-0.012,-0.196
1625494312609,2021-07-05T10.11.52.609,264.718,0.973,-0.018,-0.200
1625494312619,2021-07-05T10.11.52.619,264.728,0.971,-0.035,-0.204
1625494312629,2021-07-05T10.11.52.629,264.738,0.974,-0.046,-0.203
1625494312639,2021-07-05T10.11.52.639,264.748,0.972,-0.057,-0.200
1625494312650,2021-07-05T10.11.52.650,264.759,0.977,-0.067,-0.204
1625494312660,2021-07-05T10.11.52.660,264.769,0.974,-0.081,-0.199
1625494312670,2021-07-05T10.11.52.670,264.779,0.970,-0.091,-0.189
1625494312680,2021-07-05T10.11.52.680,264.789,0.971,-0.091,-0.194
1625494312691,2021-07-05T10.11.52.691,264.800,0.973,-0.108,-0.183
1625494312701,2021-07-05T10.11.52.701,264.810,0.979,-0.120,-0.171
1625494312710,2021-07-05T10.11.52.710,264.819,0.978,-0.125,-0.167
1625494312720,2021-07-05T10.11.52.720,264.829,0.979,-0.131,-0.156
1625494312730,2021-07-05T10.11.52.730,264.839,0.976,-0.138,-0.148
1625494312740,2021-07-05T10.11.52.740,264.849,0.979,-0.146,-0.138
1625494312751,2021-07-05T10.11.52.751,264.860,0.983,-0.153,-0.133
1625494312761,2021-07-05T10.11.52.761,264.870,0.982,-0.154,-0.116
1625494312771,2021-07-05T10.11.52.771,264.880,0.985,-0.154,-0.105
1625494312781,2021-07-05T10.11.52.781,264.890,0.981,-0.157,-0.098
1625494312792,2021-07-05T10.11.52.792,264.901,0.983,-0.158,-0.077
1625494312802,2021-07-05T10.11.52.802,264.911,0.988,-0.157,-0.071
1625494312812,2021-07-05T10.11.52.812,264.921,0.988,-0.156,-0.060
1625494312821,2021-07-05T10.11.52.821,264.930,0.993,-0.153,-0.045
1625494312831,2021-07-05T10.11.52.831,264.940,0.994,-0.150,-0.035
1625494312842,2021-07-05T10.11.52.842,264.951,0.989,-0.139,-0.023
1625494312852,2021-07-05T10.11.52.852,264.961,0.991,-0.135,-0.013
1625494312862,2021-07-05T10.11.52.862,264.971,0.994,-0.129,-0.000
1625494312872,2021-07-05T10.11.52.872,264.981,0.998,-0.119,0.004
1625494312883,2021-07-05T10.11.52.883,264.992,1.002,-0.113,0.013
1625494312893,2021-07-05T10.11.52.893,265.002,0.998,-0.102,0.023
1625494312903,2021-07-05T10.11.52.903,265.012,0.994,-0.086,0.027
1625494312913,2021-07-05T10.11.52.913,265.022,1.000,-0.088,0.027
1625494312924,2021-07-05T10.11.52.924,265.033,0.999,-0.067,0.038
1625494312932,2021-07-05T10.11.52.932,265.041,1.002,-0.046,0.038
1625494312943,2021-07-05T10.11.52.943,265.052,0.999,-0.050,0.038
1625494312953,2021-07-05T10.11.52.953,265.062,0.998,-0.041,0.041
1625494312963,2021-07-05T10.11.52.963,265.072,0.999,-0.010,0.038
1625494312973,2021-07-05T10.11.52.973,265.082,1.000,-0.001,0.035
1625494312984,2021-07-05T10.11.52.984,265.093,1.002,-0.003,0.033
1625494312994,2021-07-05T10.11.52.994,265.103,0.999,0.021,0.024
1625494313004,2021-07-05T10.11.53.004,265.113,0.999,0.033,0.012
1625494313014,2021-07-05T10.11.53.014,265.123,0.996,0.034,0.016
1625494313025,2021-07-05T10.11.53.025,265.134,0.993,0.047,0.011
1625494313035,2021-07-05T10.11.53.035,265.144,0.996,0.064,-0.006
1625494313044,2021-07-05T10.11.53.044,265.153,0.992,0.061,-0.012
1625494313054,2021-07-05T10.11.53.054,265.163,0.994,0.071,-0.017
1625494313064,2021-07-05T10.11.53.064,265.173,0.990,0.086,-0.038
1625494313074,2021-07-05T10.11.53.074,265.183,0.988,0.087,-0.049
1625494313085,2021-07-05T10.11.53.085,265.194,0.989,0.082,-0.058
1625494313095,2021-07-05T10.11.53.095,265.204,0.990,0.093,-0.078
1625494313105,2021-07-05T10.11.53.105,265.214,0.988,0.090,-0.095
1625494313115,2021-07-05T10.11.53.115,265.224,0.990,0.084,-0.099
1625494313126,2021-07-05T10.11.53.126,265.235,0.978,0.090,-0.110
1625494313136,2021-07-05T10.11.53.136,265.245,0.981,0.084,-0.129
1625494313146,2021-07-05T10.11.53.146,265.255,0.977,0.072,-0.137
1625494313155,2021-07-05T10.11.53.155,265.264,0.981,0.073,-0.146
1625494313165,2021-07-05T10.11.53.165,265.274,0.979,0.070,-0.162
1625494313176,2021-07-05T10.11.53.176,265.285,0.973,0.050,-0.173
1625494313186,2021-07-05T10.11.53.186,265.295,0.977,0.045,-0.182
1625494313196,2021-07-05T10.11.53.196,265.305,0.974,0.043,-0.186
1625494313206,2021-07-05T10.11.53.206,265.315,0.974,0.027,-0.195
1625494313217,2021-07-05T10.11.53.217,265.326,0.975,0.012,-0.205
1625494313227,2021-07-05T10.11.53.227,265.336,0.974,0.007,-0.208
1625494313237,2021-07-05T10.11.53.237,265.346,0.972,-0.008,-0.210
1625494313247,2021-07-05T10.11.53.247,265.356,0.972,-0.024,-0.213
1625494313258,2021-07-05T10.11.53.258,265.367,0.970,-0.034,-0.214
1625494313266,2021-07-05T10.11.53.266,265.375,0.973,-0.048,-0.215
1625494313277,2021-07-05T10.11.53.277,265.386,0.973,-0.060,-0.210
1625494313287,2021-07-05T10.11.53.287,265.396,0.971,-0.071,-0.210
1625494313297,2021-07-05T10.11.53.297,265.406,0.972,-0.085,-0.207
1625494313307,2021-07-05T10.11.53.307,265.416,0.973,-0.097,-0.197
1625494313318,2021-07-05T10.11.53.318,265.427,0.972,-0.106,-0.193
1625494313328,2021-07-05T10.11.53.328,265.437,0.974,-0.119,-0.189
1625494313338,2021-07-05T10.11.53.338,265.447,0.976,-0.125,-0.174
1625494313348,2021-07-05T10.11.53.348,265.457,0.975,-0.134,-0.169
1625494313359,2021-07-05T10.11.53.359,265.468,0.977,-0.142,-0.161
1625494313367,2021-07-05T10.11.53.367,265.476,0.980,-0.153,-0.142
1625494313378,2021-07-05T10.11.53.378,265.487,0.977,-0.154,-0.133
1625494313388,2021-07-05T10.11.53.388,265.497,0.981,-0.160,-0.126
1625494313398,2021-07-05T10.11.53.398,265.507,0.980,-0.168,-0.112
1625494313408,2021-07-05T10.11.53.408,265.517,0.989,-0.162,-0.097
1625494313419,2021-07-05T10.11.53.419,265.528,0.988,-0.164,-0.085
1625494313429,2021-07-05T10.11.53.429,265.538,0.987,-0.168,-0.072
1625494313439,2021-07-05T10.11.53.439,265.548,0.985,-0.161,-0.061
1625494313449,2021-07-05T10.11.53.449,265.558,0.986,-0.156,-0.049
1625494313460,2021-07-05T10.11.53.460,265.569,0.991,-0.157,-0.031
1625494313470,2021-07-05T10.11.53.470,265.579,0.995,-0.147,-0.021
1625494313479,2021-07-05T10.11.53.479,265.588,0.999,-0.141,-0.012
1625494313489,2021-07-05T10.11.53.489,265.598,0.995,-0.134,0.000
1625494313499,2021-07-05T10.11.53.499,265.608,0.993,-0.122,0.007
1625494313509,2021-07-05T10.11.53.509,265.618,0.996,-0.118,0.014
1625494313520,2021-07-05T10.11.53.520,265.629,1.001,-0.105,0.020
1625494313530,2021-07-05T10.11.53.530,265.639,1.004,-0.095,0.024
1625494313540,2021-07-05T10.11.53.540,265.649,1.002,-0.083,0.032
1625494313551,2021-07-05T10.11.53.551,265.660,0.996,-0.068,0.036
1625494313561,2021-07-05T10.11.53.561,265.670,0.997,-0.056,0.041
1625494313571,2021-07-05T10.11.53.571,265.680,0.997,-0.045,0.040
1625494313581,2021-07-05T10.11.53.581,265.690,1.006,-0.031,0.036
1625494313590,2021-07-05T10.11.53.590,265.699,1.005,-0.018,0.038
1625494313600,2021-07-05T10.11.53.600,265.709,1.003,-0.006,0.038
1625494313611,2021-07-05T10.11.53.611,265.720,0.999,0.006,0.033
1625494313621,2021-07-05T10.11.53.621,265.730,0.995,0.020,0.029
1625494313631,2021-07-05T10.11.53.631,265.740,0.998,0.028,0.020
1625494313641,2021-07-05T10.11.53.641,265.750,0.997,0.038,0.014
1625494313652,2021-07-05T10.11.53.652,265.761,0.999,0.051,0.008
1625494313662,2021-07-05T10.11.53.662,265.771,0.995,0.055,-0.003
1625494313672,2021-07-05T10.11.53.672,265.781,0.991,0.065,-0.009
1625494313682,2021-07-05T10.11.53.682,265.791,0.992,0.073,-0.026
1625494313693,2021-07-05T10.11.53.693,265.802,0.992,0.078,-0.031
1625494313701,2021-07-05T10.11.53.701,265.810,0.995,0.082,-0.047
1625494313712,2021-07-05T10.11.53.712,265.821,0.992,0.086,-0.060
1625494313722,2021-07-05T10.11.53.722,265.831,0.986,0.088,-0.071
1625494313732,2021-07-05T10.11.53.732,265.841,0.985,0.090,-0.087
1625494313742,2021-07-05T10.11.53.742,265.851,0.983,0.088,-0.098
1625494313753,2021-07-05T10.11.53.753,265.862,0.981,0.085,-0.110
1625494313763,2021-07-05T10.11.53.763,265.872,0.983,0.083,-0.123
1625494313773,2021-07-05T10.11.53.773,265.882,0.985,0.076,-0.134
1625494313783,2021-07-05T10.11.53.783,265.892,0.980,0.072,-0.145
1625494313794,2021-07-05T10.11.53.794,265.903,0.975,0.062,-0.157
1625494313804,2021-07-05T10.11.53.804,265.913,0.976,0.055,-0.163
1625494313813,2021-07-05T10.11.53.813,265.922,0.976,0.050,-0.175
1625494313823,2021-07-05T10.11.53.823,265.932,0.978,0.041,-0.188
1625494313833,2021-07-05T10.11.53.833,265.942,0.970,0.029,-0.192
1625494313843,2021-07-05T10.11.53.843,265.952,0.972,0.017,-0.200
1625494313854,2021-07-05T10.11.53.854,265.963,0.973,0.008,-0.202
1625494313864,2021-07-05T10.11.53.864,265.973,0.973,-0.003,-0.208
1625494313874,2021-07-05T10.11.53.874,265.983,0.977,-0.017,-0.213
1625494313884,2021-07-05T10.11.53.884,265.993,0.973,-0.032,-0.210
1625494313895,2021-07-05T10.11.53.895,266.004,0.972,-0.046,-0.213
1625494313905,2021-07-05T10.11.53.905,266.014,0.970,-0.057,-0.211
1625494313915,2021-07-05T10.11.53.915,266.024,0.972,-0.072,-0.205
1625494313924,2021-07-05T10.11.53.924,266.033,0.974,-0.085,-0.206
1625494313934,2021-07-05T10.11.53.934,266.043,0.975,-0.089,-0.205
1625494313945,2021-07-05T10.11.53.945,266.054,0.977,-0.103,-0.194
1625494313955,2021-07-05T10.11.53.955,266.064,0.973,-0.120,-0.185
1625494313965,2021-07-05T10.11.53.965,266.074,0.972,-0.117,-0.187
1625494313975,2021-07-05T10.11.53.975,266.084,0.976,-0.125,-0.173
1625494313986,2021-07-05T10.11.53.986,266.095,0.981,-0.150,-0.152
1625494313996,2021-07-05T10.11.53.996,266.105,0.978,-0.142,-0.154
1625494314006,2021-07-05T10.11.54.006,266.115,0.980,-0.151,-0.145
1625494314016,2021-07-05T10.11.54.016,266.125,0.977,-0.159,-0.125
1625494314027,2021-07-05T10.11.54.027,266.136,0.985,-0.164,-0.107
1625494314035,2021-07-05T10.11.54.035,266.144,0.984,-0.162,-0.105
1625494314046,2021-07-05T10.11.54.046,266.155,0.990,-0.165,-0.091
1625494314056,2021-07-05T10.11.54.056,266.165,0.989,-0.163,-0.070
1625494314066,2021-07-05T10.11.54.066,266.175,0.988,-0.163,-0.065
1625494314076,2021-07-05T10.11.54.076,266.185,0.988,-0.160,-0.054
1625494314087,2021-07-05T10.11.54.087,266.196,0.988,-0.154,-0.035
1625494314097,2021-07-05T10.11.54.097,266.206,0.991,-0.152,-0.022
1625494314107,2021-07-05T10.11.54.107,266.216,0.992,-0.145,-0.016
1625494314117,2021-07-05T10.11.54.117,266.226,0.999,-0.134,-0.005
1625494314128,2021-07-05T10.11.54.128,266.237,0.997,-0.123,0.006
1625494314138,2021-07-05T10.11.54.138,266.247,0.998,-0.118,0.011
1625494314147,2021-07-05T10.11.54.147,266.256,0.997,-0.109,0.017
1625494314157,2021-07-05T10.11.54.157,266.266,0.999,-0.094,0.026
1625494314167,2021-07-05T10.11.54.167,266.276,0.998,-0.086,0.027
1625494314177,2021-07-05T10.11.54.177,266.286,0.999,-0.073,0.032
1625494314188,2021-07-05T10.11.54.188,266.297,1.000,-0.061,0.038
1625494314198,2021-07-05T10.11.54.198,266.307,0.999,-0.045,0.040
1625494314208,2021-07-05T10.11.54.208,266.317,0.995,-0.040,0.036
1625494314218,2021-07-05T10.11.54.218,266.327,0.998,-0.024,0.034
1625494314229,2021-07-05T10.11.54.229,266.338,1.003,-0.009,0.032
1625494314239,2021-07-05T10.11.54.239,266.348,1.005,0.003,0.031
1625494314249,2021-07-05T10.11.54.249,266.358,0.999,0.011,0.027
1625494314258,2021-07-05T10.11.54.258,266.367,0.997,0.024,0.021
1625494314268,2021-07-05T10.11.54.268,266.377,0.996,0.036,0.014
1625494314279,2021-07-05T10.11.54.279,266.388,0.998,0.039,0.007
1625494314289,2021-07-05T10.11.54.289,266.398,0.999,0.053,0.000
1625494314299,2021-07-05T10.11.54.299,266.408,0.997,0.058,-0.009
1625494314309,2021-07-05T10.11.54.309,266.418,0.993,0.066,-0.018
1625494314320,2021-07-05T10.11.54.320,266.429,0.989,0.070,-0.029
1625494314330,2021-07-05T10.11.54.330,266.439,0.993,0.077,-0.039
1625494314340,2021-07-05T10.11.54.340,266.449,0.989,0.084,-0.054
1625494314350,2021-07-05T10.11.54.350,266.459,0.988,0.081,-0.069
1625494314361,2021-07-05T10.11.54.361,266.470,0.986,0.082,-0.080
1625494314369,2021-07-05T10.11.54.369,266.478,0.985,0.083,-0.087
1625494314380,2021-07-05T10.11.54.380,266.489,0.983,0.083,-0.104
1625494314390,2021-07-05T10.11.54.390,266.499,0.982,0.082,-0.116
1625494314400,2021-07-05T10.11.54.400,266.509,0.984,0.078,-0.125
1625494314410,2021-07-05T10.11.54.410,266.519,0.979,0.071,-0.140
1625494314421,2021-07-05T10.11.54.421,266.530,0.981,0.064,-0.152
1625494314431,2021-07-05T10.11.54.431,266.540,0.975,0.059,-0.159
1625494314441,2021-07-05T10.11.54.441,266.550,0.976,0.048,-0.169
1625494314451,2021-07-05T10.11.54.451,266.560,0.977,0.039,-0.174
1625494314462,2021-07-05T10.11.54.462,266.571,0.978,0.036,-0.185
1625494314472,2021-07-05T10.11.54.472,266.581,0.975,0.028,-0.190
1625494314481,2021-07-05T10.11.54.481,266.590,0.970,0.011,-0.197
1625494314491,2021-07-05T10.11.54.491,266.600,0.974,0.003,-0.199
1625494314501,2021-07-05T10.11.54.501,266.610,0.972,-0.010,-0.202
1625494314511,2021-07-05T10.11.54.511,266.620,0.977,-0.023,-0.206
1625494314522,2021-07-05T10.11.54.522,266.631,0.973,-0.033,-0.207
1625494314532,2021-07-05T10.11.54.532,266.641,0.973,-0.044,-0.209
1625494314542,2021-07-05T10.11.54.542,266.651,0.974,-0.058,-0.206
1625494314552,2021-07-05T10.11.54.552,266.661,0.970,-0.068,-0.200
1625494314563,2021-07-05T10.11.54.563,266.672,0.968,-0.078,-0.197
1625494314573,2021-07-05T10.11.54.573,266.682,0.969,-0.093,-0.195
1625494314583,2021-07-05T10.11.54.583,266.692,0.977,-0.103,-0.190
1625494314592,2021-07-05T10.11.54.592,266.701,0.977,-0.109,-0.180
1625494314602,2021-07-05T10.11.54.602,266.711,0.975,-0.119,-0.175
1625494314613,2021-07-05T10.11.54.613,266.722,0.973,-0.127,-0.168
1625494314623,2021-07-05T10.11.54.623,266.732,0.976,-0.134,-0.161
1625494314633,2021-07-05T10.11.54.633,266.742,0.980,-0.143,-0.151
1625494314643,2021-07-05T10.11.54.643,266.752,0.983,-0.147,-0.136
1625494314654,2021-07-05T10.11.54.654,266.763,0.981,-0.153,-0.125
1625494314664,2021-07-05T10.11.54.664,266.773,0.978,-0.156,-0.116
1625494314674,2021-07-05T10.11.54.674,266.783,0.984,-0.159,-0.103
1625494314684,2021-07-05T10.11.54.684,266.793,0.986,-0.157,-0.093
1625494314695,2021-07-05T10.11.54.695,266.804,0.990,-0.158,-0.081
1625494314703,2021-07-05T10.11.54.703,266.812,0.985,-0.158,-0.068
1625494314714,2021-07-05T10.11.54.714,266.823,0.989,-0.154,-0.052
1625494314724,2021-07-05T10.11.54.724,266.833,0.989,-0.149,-0.045
1625494314734,2021-07-05T10.11.54.734,266.843,0.992,-0.145,-0.031
1625494314744,2021-07-05T10.11.54.744,266.853,0.993,-0.139,-0.018
1625494314755,2021-07-05T10.11.54.755,266.864,0.991,-0.135,-0.011
1625494314765,2021-07-05T10.11.54.765,266.874,0.994,-0.125,0.000
1625494314775,2021-07-05T10.11.54.775,266.884,0.992,-0.115,0.007
1625494314785,2021-07-05T10.11.54.785,266.894,0.998,-0.111,0.009
1625494314796,2021-07-05T10.11.54.796,266.905,0.997,-0.098,0.015
1625494314806,2021-07-05T10.11.54.806,266.915,0.997,-0.087,0.023
1625494314815,2021-07-05T10.11.54.815,266.924,0.999,-0.081,0.026
1625494314825,2021-07-05T10.11.54.825,266.934,0.994,-0.068,0.027
1625494314835,2021-07-05T10.11.54.835,266.944,0.999,-0.055,0.030
1625494314845,2021-07-05T10.11.54.845,266.954,1.001,-0.045,0.031
1625494314856,2021-07-05T10.11.54.856,266.965,1.002,-0.036,0.029
1625494314866,2021-07-05T10.11.54.866,266.975,1.002,-0.021,0.031
1625494314876,2021-07-05T10.11.54.876,266.985,0.998,-0.008,0.029
1625494314886,2021-07-05T10.11.54.886,266.995,0.996,0.002,0.022
1625494314897,2021-07-05T10.11.54.897,267.006,0.993,0.012,0.019
1625494314907,2021-07-05T10.11.54.907,267.016,1.000,0.023,0.017
1625494314917,2021-07-05T10.11.54.917,267.026,0.998,0.030,0.009
1625494314926,2021-07-05T10.11.54.926,267.035,0.996,0.041,0.004
1625494314936,2021-07-05T10.11.54.936,267.045,0.994,0.048,-0.005
